Name,Link,SKU,Supplier,Price_Inc_VAT,All_Images,Region,Brand,Quantity,Pieces_in_Pack,Pack_Size,Coverage_M2,Volume_M3,Product_Length_M,Product_Width,Product_Thickness,Product_Weight_Kg,Product_Type,Material,Unit_Type,Pack_Type,description
ESSENTIALS 180 GRIT MULTI-MATERIAL SANDING SHEETS 280MM X 230MM 10 PACK,https://www.screwfix.com/p/essentials-180-grit-multi-material-sanding-sheets-280mm-x-230mm-10-pack/132jg,132JG,Screwfix,5.99,"https://media.screwfix.com/is/image/ae235/132JG_P, https://media.screwfix.com/is/image/ae235/132JG_A7",UK (Default),Essentials,1,10,10,0.064400 m2 (Calculated),N/A,0.28,0.23,N/A,C-Weight Paper Backing,Sanding Sheets,"Wood, Paint, Metal & Plaster",N/A,PACK,"Made from a durable aluminium oxide. Suitable for fine finishing on most materials. Ideal for hand sanding or use with a block.

Key Features:
• Suitable for Wood, Paint, Metal & Plaster
• Extra Fine Aluminium Oxide Grit
• C-Weight Paper Backing
• For Dry Use Only"
TITAN 120 GRIT 11-HOLE PUNCHED MULTI-MATERIAL SANDING SHEETS 150MM X 100MM 5 PACK,https://www.screwfix.com/p/titan-120-grit-11-hole-punched-multi-material-sanding-sheets-150mm-x-100mm-5-pack/245pr,245PR,Screwfix,3.59,"https://media.screwfix.com/is/image/ae235/245PR_P, https://media.screwfix.com/is/image/ae235/245PR_A1, https://media.screwfix.com/is/image/ae235/245PR_A2",UK (Default),Titan,1,5,1,0.015000 m2 (Calculated),N/A,0.15,0.1,N/A,E-Weight Paper Backing,Sanding Sheets,"Wood, Plaster, Filler & Metal",N/A,PACK,"Ideal for removal or stripping most materials. Suitable for use on wood, metal, plaster and filler. Compatible with most major power tool brands.

Key Features:
• For Detail Sanders
• Suitable for Wood, Plaster, Filler & Metal
• Fine Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
TITAN 80 GRIT 11-HOLE PUNCHED MULTI-MATERIAL SANDING SHEETS 150MM X 100MM 5 PACK,https://www.screwfix.com/p/titan-80-grit-11-hole-punched-multi-material-sanding-sheets-150mm-x-100mm-5-pack/427pt,427PT,Screwfix,3.59,"https://media.screwfix.com/is/image/ae235/427PT_P, https://media.screwfix.com/is/image/ae235/427PT_A1, https://media.screwfix.com/is/image/ae235/427PT_A2",UK (Default),Titan,1,5,1,0.015000 m2 (Calculated),N/A,0.15,0.1,N/A,E-Weight Paper Backing,Sanding Sheets,"Wood, Plaster, Filler & Metal",N/A,PACK,"Ideal for removal or stripping most materials. Suitable for use on wood, metal, plaster and filler. Compatible with most major power tool brands.

Key Features:
• For Detail Sanders
• Suitable for Wood, Plaster, Filler & Metal
• Medium Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
ESSENTIALS 240 GRIT MULTI-MATERIAL SANDING SHEETS 280MM X 230MM 10 PACK,https://www.screwfix.com/p/essentials-240-grit-multi-material-sanding-sheets-280mm-x-230mm-10-pack/983jg,983JG,Screwfix,3.98,"https://media.screwfix.com/is/image/ae235/983JG_P, https://media.screwfix.com/is/image/ae235/983JG_A7",UK (Default),Essentials,1,10,10,0.064400 m2 (Calculated),N/A,0.28,0.23,N/A,C-Weight Paper Backing,Sanding Sheets,Wood & Metal,N/A,PACK,"Made from a durable silicon carbide. Suitable for fine finishing on most wet and dry wood and metal. Ideal for hand sanding or use with a block.

Key Features:
• Suitable for Wood & Metal
• Extra Fine Silicon Carbide Grit
• C-Weight Paper Backing
• For Wet & Dry Use"
OAKEY 120 GRIT MULTI-MATERIAL SANDING ROLL 5M X 115MM,https://www.screwfix.com/p/oakey-120-grit-multi-material-sanding-roll-5m-x-115mm/985rj,985RJ,Screwfix,11.26,"https://media.screwfix.com/is/image/ae235/985RJ_P, https://media.screwfix.com/is/image/ae235/985RJ_A1",UK (Default),Oakey,1,1,1,0.575000 m2 (Calculated),N/A,5.0,0.115,N/A,E-Weight Paper Backing,Sanding Roll,"Wood, Paint, Metal & Plaster",N/A,ROLL,"Anti-clogging and self sharpening. Can be used for hand sanding or with power tools. Ideal for wood, paint, metal and plaster.

Key Features:
• Suitable for Wood, Paint, Metal & Plaster
• Fine Aluminium Oxide Grit
• E-Weight Paper Backing
• For Dry Use Only"
TITAN 40/80/120/180 GRIT 8-HOLE PUNCHED MULTI-MATERIAL SANDING SHEETS 125MM X 125MM 10 PACK,https://www.screwfix.com/p/titan-40-80-120-180-grit-8-hole-punched-multi-material-sanding-sheets-125mm-x-125mm-10-pack/881pt,881PT,Screwfix,3.99,"https://media.screwfix.com/is/image/ae235/881PT_A1, https://media.screwfix.com/is/image/ae235/881PT_A2, https://media.screwfix.com/is/image/ae235/881PT_A3, https://media.screwfix.com/is/image/ae235/881PT_P",UK (Default),Titan,1,10,1,0.015625 m2 (Calculated),N/A,0.125,0.125,N/A,E-Weight Paper Backing,Sanding Sheets,Wood & Metal,N/A,PACK,"Made from a durable aluminium oxide and ideal for stripping, sanding and finishing on most materials. For use on wood, metal, plaster and filler and suitable for use on most 1/4 sheet sanders with a hook and loop attachment.

Key Features:
• For Random Orbital Sanders
• Suitable for Wood & Metal
• Assorted Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only
• Punched Holes for Dust Extraction
• Compatible with Most Major Power Tool Brands"
TREND AB/125/180A 180 GRIT 8-HOLE PUNCHED MULTI-MATERIAL SANDING DISCS 125MM 10 PACK,https://www.screwfix.com/p/trend-ab-125-180a-180-grit-8-hole-punched-multi-material-sanding-discs-125mm-10-pack/113pv,113PV,Screwfix,6.39,"https://media.screwfix.com/is/image/ae235/113PV_A3, https://media.screwfix.com/is/image/ae235/113PV_A4, https://media.screwfix.com/is/image/ae235/113PV_A5, https://media.screwfix.com/is/image/ae235/113PV_P, https://media.screwfix.com/is/image/ae235/113PV_A1, https://media.screwfix.com/is/image/ae235/113PV_A2",UK (Default),Trend,1,10,10,N/A,N/A,N/A,N/A,N/A,Film Backing,Sanding Discs,"Wood, Paint, Metal & Plaster",N/A,PACK,"High performance, multi-material, long-life aluminium oxide abrasive. Provides up to 3 times longer life than conventional abrasives. Suitable for wood, paint, plaster and metal. Designed to produce high quality, consistent results whether at trade professional or keen hobbyist level. Increased spacing between the grit particles reduces clogging and allows fast stock removal, especially on gummy, resinous timbers, fillers and during paint removal. Dual resin bonding layers keep the abrasive grit firmly bonded to the backer for increased lifespan. Hook and loop fixings give a secure fix to the power tool base and offer fast, easy removal, increasing productivity when working through grits. Ideal for general sanding applications.

Key Features:
• For Random Orbital Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Fine/Medium Aluminium Oxide Grit
• Hook & Loop Fixing
• Film Backing
• For Dry Use Only
• Elongated Hole Pattern for Maximum Extraction
• Anti Clogging Open Coat
• Hard Surface Abrasion
• Self Sharpening Grit"
OAKEY 80 GRIT MULTI-MATERIAL SANDING ROLL 5M X 115MM,https://www.screwfix.com/p/oakey-80-grit-multi-material-sanding-roll-5m-x-115mm/130rj,130RJ,Screwfix,11.26,"https://media.screwfix.com/is/image/ae235/130RJ_A2, https://media.screwfix.com/is/image/ae235/130RJ_A3, https://media.screwfix.com/is/image/ae235/130RJ_A4, https://media.screwfix.com/is/image/ae235/130RJ_P, https://media.screwfix.com/is/image/ae235/130RJ_A1",UK (Default),Oakey,1,1,1,0.575000 m2 (Calculated),N/A,5.0,0.115,N/A,E-Weight Paper Backing,Sanding Roll,"Wood, Paint, Metal & Plaster",N/A,ROLL,"Anti-clogging and self sharpening. Can be used for hand sanding or with power tools. Ideal for wood, paint, metal and plaster.

Key Features:
• Suitable for Wood, Paint, Metal & Plaster
• Medium Aluminium Oxide Grit
• E-Weight Paper Backing
• For Dry Use Only"
TREND AB/125/60Z 60 GRIT 8-HOLE PUNCHED MULTI-MATERIAL SANDING DISCS 125MM 10 PACK,https://www.screwfix.com/p/trend-ab-125-60z-60-grit-8-hole-punched-multi-material-sanding-discs-125mm-10-pack/273pv,273PV,Screwfix,6.39,"https://media.screwfix.com/is/image/ae235/273PV_A3, https://media.screwfix.com/is/image/ae235/273PV_A4, https://media.screwfix.com/is/image/ae235/273PV_A5, https://media.screwfix.com/is/image/ae235/273PV_P, https://media.screwfix.com/is/image/ae235/273PV_A1, https://media.screwfix.com/is/image/ae235/273PV_A2",UK (Default),Trend,1,10,10,N/A,N/A,N/A,N/A,N/A,Film Backing,Sanding Discs,"Wood, Paint, Metal & Plaster",N/A,PACK,"High performance, multi-material long-life zirconium abrasive. Provides up to 4 times longer life than conventional abrasives. Suitable for wood, paint, plaster and metal. Designed for heavier sanding applications where a sharp, ultra-durable grit is needed for fast stock removal or stripping back multiple layers of paint or other finishes. Increased spacing between the grit particles of grains reduces clogging and allows fast stock removal, especially on gummy, resinous timbers, fillers and during paint removal. Grit maintains cutting performance by fracturing away in use to expose fresh, sharp cutting faces. Dual resin bonding layers keep the abrasive grit firmly bonded to the backer for increased lifespan. Hook and loop fixings give a secure fix to the power tool base and offer fast, easy removal, increasing productivity when working through grits.

Key Features:
• For Random Orbital Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Coarse Zirconium Grit
• Hook & Loop Fixing
• Film Backing
• For Dry Use Only
• Ideal for Use on Harder Materials
• Anti Clogging Open Coat
• Hard Surface Abrasion
• Self Sharpening Grit"
ESSENTIALS 80 GRIT MULTI-MATERIAL SANDING SHEETS 280MM X 230MM 10 PACK,https://www.screwfix.com/p/essentials-80-grit-multi-material-sanding-sheets-280mm-x-230mm-10-pack/674jg,674JG,Screwfix,5.99,"https://media.screwfix.com/is/image/ae235/674JG_P, https://media.screwfix.com/is/image/ae235/674JG_A7",UK (Default),Essentials,1,10,10,0.064400 m2 (Calculated),N/A,0.28,0.23,N/A,C-Weight Paper Backing,Sanding Sheets,"Wood, Paint, Metal & Plaster",N/A,PACK,"Made from a durable aluminium oxide. Suitable for sanding on most materials. Ideal for hand sanding or use with a block.

Key Features:
• Suitable for Wood, Paint, Metal & Plaster
• Medium Aluminium Oxide Grit
• C-Weight Paper Backing
• For Dry Use Only"
ESSENTIALS 1200 GRIT MULTI-MATERIAL SANDING SHEETS 280MM X 230MM 10 PACK,https://www.screwfix.com/p/essentials-1200-grit-multi-material-sanding-sheets-280mm-x-230mm-10-pack/392jg,392JG,Screwfix,3.98,https://media.screwfix.com/is/image/ae235/392JG_P,UK (Default),Essentials,1,10,10,0.064400 m2 (Calculated),N/A,0.28,0.23,N/A,C-Weight Paper Backing,Sanding Sheets,Wood & Metal,N/A,PACK,"Made from a durable silicon carbide. Suitable for micro finishing on most wet and dry wood and metal. Ideal for hand sanding or use with a block.

Key Features:
• Suitable for Wood & Metal
• Ultra Fine Silicon Carbide Grit
• C-Weight Paper Backing
• For Wet & Dry Use"
TITAN 80 GRIT WOOD SANDING ROLL 5M X 115MM,https://www.screwfix.com/p/titan-80-grit-wood-sanding-roll-5m-x-115mm/850pg,850PG,Screwfix,3.49,"https://media.screwfix.com/is/image/ae235/850PG_P, https://media.screwfix.com/is/image/ae235/850PG_A1, https://media.screwfix.com/is/image/ae235/850PG_A7",UK (Default),Titan,1,1,1,0.575000 m2 (Calculated),N/A,5.0,0.115,N/A,E-Weight Paper Backing,Sanding Roll,Hardwood & Softwood,N/A,ROLL,"E-weight. Aluminium oxide. For use on hard and soft wood.

Key Features:
• Suitable for Hardwood & Softwood
• Medium Aluminium Oxide Grit
• E-Weight Paper Backing
• For Dry Use Only"
FLEXOVIT A203F 120 GRIT 8-HOLE PUNCHED MULTI-MATERIAL SANDING DISCS 125MM 6 PACK,https://www.screwfix.com/p/flexovit-a203f-120-grit-8-hole-punched-multi-material-sanding-discs-125mm-6-pack/152rt,152RT,Screwfix,4.19,"https://media.screwfix.com/is/image/ae235/152RT_A2, https://media.screwfix.com/is/image/ae235/152RT_A3, https://media.screwfix.com/is/image/ae235/152RT_A4, https://media.screwfix.com/is/image/ae235/152RT_P, https://media.screwfix.com/is/image/ae235/152RT_A1",UK (Default),Flexovit,1,6,6,N/A,N/A,N/A,N/A,N/A,E-Weight Paper Backing,Sanding Discs,"Wood, Paint, Metal & Plaster",N/A,PACK,"High performance, E-weight sanding discs. For use on wood, metal, plaster and filler.

Key Features:
• For Orbital & Random Orbital Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Fine Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
NORTON A203F 180 GRIT 11-HOLE PUNCHED MULTI-MATERIAL SANDING SHEETS 100MM X 150MM 5 PACK,https://www.screwfix.com/p/norton-a203f-180-grit-11-hole-punched-multi-material-sanding-sheets-100mm-x-150mm-5-pack/743jg,743JG,Screwfix,7.99,"https://media.screwfix.com/is/image/ae235/743JG_A3, https://media.screwfix.com/is/image/ae235/743JG_A4, https://media.screwfix.com/is/image/ae235/743JG_A5, https://media.screwfix.com/is/image/ae235/743JG_P, https://media.screwfix.com/is/image/ae235/743JG_A1, https://media.screwfix.com/is/image/ae235/743JG_A2",UK (Default),Norton,1,5,5,0.015000 m2 (Calculated),N/A,0.1,0.15,N/A,E-Weight Paper Backing,Sanding Sheets,"Wood, Paint, Metal & Plaster",N/A,PACK,"Ideal for fine finishing on most materials. Can be used on most detail sanders with a hook and loop attachment. Punched holes for dust extraction.

Key Features:
• For Detail Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Fine Zirconia Alumina Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
ESSENTIALS SANDING BLOCK 68MM X 125MM,https://www.screwfix.com/p/essentials-sanding-block-68mm-x-125mm/12104,12104,Screwfix,2.99,https://media.screwfix.com/is/image/ae235/12104_P,UK (Default),Essentials,1,1,1,0.008500 m2 (Calculated),0.000272 m3 (Calculated),0.125,0.068,0.032,N/A,Sanding Block,N/A,N/A,N/A,"Cut any abrasive paper to size to fit onto sanding block.

Key Features:
• Rubber Construction"
FLEXOVIT A203F 80 GRIT 8-HOLE PUNCHED MULTI-MATERIAL SANDING DISCS 125MM 6 PACK,https://www.screwfix.com/p/flexovit-a203f-80-grit-8-hole-punched-multi-material-sanding-discs-125mm-6-pack/728rt,728RT,Screwfix,4.19,"https://media.screwfix.com/is/image/ae235/728RT_A3, https://media.screwfix.com/is/image/ae235/728RT_A4, https://media.screwfix.com/is/image/ae235/728RT_A5, https://media.screwfix.com/is/image/ae235/728RT_P, https://media.screwfix.com/is/image/ae235/728RT_A1, https://media.screwfix.com/is/image/ae235/728RT_A2",UK (Default),Flexovit,1,6,6,N/A,N/A,N/A,N/A,N/A,E-Weight Paper Backing,Sanding Discs,"Wood, Paint, Metal & Plaster",N/A,PACK,"High performance, E-weight sanding discs. For use on wood, metal, plaster and filler.

Key Features:
• For Orbital & Random Orbital Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Medium Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
TITAN 80 GRIT MULTI-MATERIAL SANDING BELTS 533MM X 75MM 5 PACK,https://www.screwfix.com/p/titan-80-grit-multi-material-sanding-belts-533mm-x-75mm-5-pack/211pg,211PG,Screwfix,4.78,https://media.screwfix.com/is/image/ae235/211PG_P,UK (Default),Titan,1,5,5,0.039975 m2 (Calculated),N/A,0.533,0.075,N/A,X-Weight Cloth Backing,Sanding Belts,"Wood, Paint, Metal & Plaster",N/A,PACK,"Suitable for a variety of sanding tasks. Ideal for fine finishing most materials.

Key Features:
• For Belt Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Medium Aluminium Oxide Grit
• X-Weight Cloth Backing
• For Dry Use Only
• Full Resin-Bonded
• Open Coat"
ESSENTIALS 600 GRIT MULTI-MATERIAL SANDING SHEETS 280MM X 230MM 10 PACK,https://www.screwfix.com/p/essentials-600-grit-multi-material-sanding-sheets-280mm-x-230mm-10-pack/519jg,519JG,Screwfix,3.98,"https://media.screwfix.com/is/image/ae235/519JG_P, https://media.screwfix.com/is/image/ae235/519JG_A7",UK (Default),Essentials,1,10,10,0.064400 m2 (Calculated),N/A,0.28,0.23,N/A,C-Weight Paper Backing,Sanding Sheets,Wood & Metal,N/A,PACK,"Made from a durable silicon carbide. Suitable for micro finishing on most wet and dry wood and metal. Ideal for hand sanding or use with a block.

Key Features:
• Suitable for Wood & Metal
• Ultra Fine Silicon Carbide Grit
• C-Weight Paper Backing
• For Wet & Dry Use"
ERBAUER 60 / 120 / 240 GRIT WOOD SANDING SHEETS 93MM X 93MM 10 PIECES,https://www.screwfix.com/p/erbauer-60-120-240-grit-wood-sanding-sheets-93mm-x-93mm-10-pieces/3271v,3271V,Screwfix,3.89,"https://media.screwfix.com/is/image/ae235/3271V_P, https://media.screwfix.com/is/image/ae235/3271V_A1, https://media.screwfix.com/is/image/ae235/3271V_A7",UK (Default),Erbauer,1,10,1,0.008649 m2 (Calculated),N/A,0.093,0.093,N/A,E-Weight Paper Backing,Sanding Sheets,Wood,N/A,N/A,"Hook and loop multi-tool sanding sheets in a variety of grits. Suitable for use on wood.

Key Features:
• For Detail Sanders
• Suitable for Wood
• Assorted Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
TITAN 40 GRIT MULTI-MATERIAL SANDING BELTS 533MM X 75MM 5 PACK,https://www.screwfix.com/p/titan-40-grit-multi-material-sanding-belts-533mm-x-75mm-5-pack/343pg,343PG,Screwfix,4.78,https://media.screwfix.com/is/image/ae235/343PG_P,UK (Default),Titan,1,5,5,0.039975 m2 (Calculated),N/A,0.533,0.075,N/A,X-Weight Cloth Backing,Sanding Belts,"Wood, Paint, Metal & Plaster",N/A,PACK,"Suitable for a variety of sanding tasks. Ideal for fine finishing most materials.

Key Features:
• For Belt Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Coarse Aluminium Oxide Grit
• X-Weight Cloth Backing
• For Dry Use Only
• Full Resin-Bonded
• Open Coat"
ESSENTIALS 320 GRIT MULTI-MATERIAL SANDING SHEETS 280MM X 230MM 10 PACK,https://www.screwfix.com/p/essentials-320-grit-multi-material-sanding-sheets-280mm-x-230mm-10-pack/642jg,642JG,Screwfix,3.98,"https://media.screwfix.com/is/image/ae235/642JG_P, https://media.screwfix.com/is/image/ae235/642JG_A7",UK (Default),Essentials,1,10,10,0.064400 m2 (Calculated),N/A,0.28,0.23,N/A,C-Weight Paper Backing,Sanding Sheets,Wood & Metal,N/A,PACK,"Made from a durable silicon carbide and are suitable for finishing on most wet and dry wood and metal. Ideal for hand sanding or use with a block.

Key Features:
• Suitable for Wood & Metal
• Ultra Fine Silicon Carbide Grit
• C-Weight Paper Backing
• For Wet & Dry Use"
FLEXOVIT HAND SANDER 185MM X 93MM,https://www.screwfix.com/p/flexovit-hand-sander-185mm-x-93mm/9350g,9350G,Screwfix,10.49,https://media.screwfix.com/is/image/ae235/9350G_P,UK (Default),Flexovit,1,1,1,N/A,N/A,N/A,0.093,N/A,N/A,Hand Sander,ABS Plastic,N/A,N/A,"Comfortable, easy to grip rubber handle and spring-loaded clip for easy sheet changing. Ideal for sanding large areas quickly and smoothly.

Key Features:
• ABS Plastic Construction
• Plastic Ergonomic Handle"
TITAN 120 GRIT MULTI-MATERIAL SANDING BELTS 533MM X 75MM 5 PACK,https://www.screwfix.com/p/titan-120-grit-multi-material-sanding-belts-533mm-x-75mm-5-pack/359pg,359PG,Screwfix,4.78,https://media.screwfix.com/is/image/ae235/359PG_P,UK (Default),Titan,1,5,5,0.039975 m2 (Calculated),N/A,0.533,0.075,N/A,X-Weight Cloth Backing,Sanding Belts,"Wood, Paint, Metal & Plaster",N/A,PACK,"Suitable for a variety of sanding tasks. Ideal for fine finishing most materials.

Key Features:
• For Belt Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Fine Aluminium Oxide Grit
• X-Weight Cloth Backing
• For Dry Use Only
• Full Resin-Bonded
• Open Coat"
NORTON A203F 80 GRIT 11-HOLE PUNCHED MULTI-MATERIAL SANDING SHEETS 100MM X 150MM 5 PACK,https://www.screwfix.com/p/norton-a203f-80-grit-11-hole-punched-multi-material-sanding-sheets-100mm-x-150mm-5-pack/626jg,626JG,Screwfix,7.99,"https://media.screwfix.com/is/image/ae235/626JG_A2, https://media.screwfix.com/is/image/ae235/626JG_A3, https://media.screwfix.com/is/image/ae235/626JG_A4, https://media.screwfix.com/is/image/ae235/626JG_P, https://media.screwfix.com/is/image/ae235/626JG_A1",UK (Default),Norton,1,5,5,0.015000 m2 (Calculated),N/A,0.1,0.15,N/A,E-Weight Paper Backing,Sanding Sheets,"Wood, Paint, Metal & Plaster",N/A,PACK,"Ideal for sanding most materials. Can be used on most detail sanders with a hook and loop attachment. Punched holes for dust extraction.

Key Features:
• For Detail Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Medium Zirconia Alumina Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
NORTON A203F 120 GRIT 11-HOLE PUNCHED MULTI-MATERIAL SANDING SHEETS 100MM X 150MM 5 PACK,https://www.screwfix.com/p/norton-a203f-120-grit-11-hole-punched-multi-material-sanding-sheets-100mm-x-150mm-5-pack/527jg,527JG,Screwfix,7.99,"https://media.screwfix.com/is/image/ae235/527JG_P, https://media.screwfix.com/is/image/ae235/527JG_A1, https://media.screwfix.com/is/image/ae235/527JG_A2",UK (Default),Norton,1,5,5,0.015000 m2 (Calculated),N/A,0.1,0.15,N/A,E-Weight Paper Backing,Sanding Sheets,"Wood, Paint, Metal & Plaster",N/A,PACK,"Ideal for finishing most materials. Can be used on most ½ sheet sanders with a clamp attachment.

Key Features:
• For Multi-Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Fine Ceramic Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
TITAN 60 GRIT WOOD SANDING ROLL 5M X 115MM,https://www.screwfix.com/p/titan-60-grit-wood-sanding-roll-5m-x-115mm/820pg,820PG,Screwfix,3.49,"https://media.screwfix.com/is/image/ae235/820PG_P, https://media.screwfix.com/is/image/ae235/820PG_A1, https://media.screwfix.com/is/image/ae235/820PG_A7",UK (Default),Titan,1,1,1,0.575000 m2 (Calculated),N/A,5.0,0.115,N/A,E-Weight Paper Backing,Sanding Roll,Hardwood & Softwood,N/A,ROLL,"E-weight. Aluminium oxide. For use on hard and soft wood.

Key Features:
• Suitable for Hardwood & Softwood
• Coarse Aluminium Oxide Grit
• E-Weight Paper Backing
• For Dry Use Only"
ESSENTIALS 400 GRIT MULTI-MATERIAL SANDING SHEETS 280MM X 230MM 10 PACK,https://www.screwfix.com/p/essentials-400-grit-multi-material-sanding-sheets-280mm-x-230mm-10-pack/908jg,908JG,Screwfix,3.98,"https://media.screwfix.com/is/image/ae235/908JG_P, https://media.screwfix.com/is/image/ae235/908JG_A7",UK (Default),Essentials,1,10,10,0.064400 m2 (Calculated),N/A,0.28,0.23,N/A,C-Weight Paper Backing,Sanding Sheets,Wood & Metal,N/A,PACK,"Made from a durable silicon carbide. Suitable for micro finishing on most wet and dry wood and metal. Ideal for hand sanding or use with a block.

Key Features:
• Suitable for Wood & Metal
• Ultra Fine Silicon Carbide Grit
• C-Weight Paper Backing
• For Wet & Dry Use"
OAKEY 80 GRIT MULTI-MATERIAL SANDING ROLL 10M X 115MM,https://www.screwfix.com/p/oakey-80-grit-multi-material-sanding-roll-10m-x-115mm/154rj,154RJ,Screwfix,17.79,"https://media.screwfix.com/is/image/ae235/154RJ_P, https://media.screwfix.com/is/image/ae235/154RJ_A1",UK (Default),Oakey,1,1,1,1.150000 m2 (Calculated),N/A,10.0,0.115,N/A,E-Weight Paper Backing,Sanding Roll,"Wood, Paint, Metal & Plaster",N/A,ROLL,"Anti-clogging and self sharpening. Can be used for hand sanding or with power tools. Ideal for wood, paint, metal and plaster.

Key Features:
• Suitable for Wood, Paint, Metal & Plaster
• Medium Aluminium Oxide Grit
• E-Weight Paper Backing
• For Dry Use Only"
TREND AB/150/80Z 80 GRIT 12-HOLE PUNCHED MULTI-MATERIAL SANDING DISCS 150MM 10 PACK,https://www.screwfix.com/p/trend-ab-150-80z-80-grit-12-hole-punched-multi-material-sanding-discs-150mm-10-pack/725pv,725PV,Screwfix,7.89,"https://media.screwfix.com/is/image/ae235/725PV_A3, https://media.screwfix.com/is/image/ae235/725PV_A4, https://media.screwfix.com/is/image/ae235/725PV_A5, https://media.screwfix.com/is/image/ae235/725PV_P, https://media.screwfix.com/is/image/ae235/725PV_A1, https://media.screwfix.com/is/image/ae235/725PV_A2",UK (Default),Trend,1,10,10,N/A,N/A,N/A,N/A,N/A,Film Backing,Sanding Discs,"Wood, Paint, Metal & Plaster",N/A,PACK,"High performance, multi-material long-life zirconium abrasive. Provides up to 4 times longer life than conventional abrasives. Suitable for wood, paint, plaster and metal. Designed for heavier sanding applications where a sharp, ultra-durable grit is needed for fast stock removal or stripping back multiple layers of paint or other finishes. Increased spacing between the grit particles of grains reduces clogging and allows fast stock removal, especially on gummy, resinous timbers, fillers and during paint removal. Grit maintains cutting performance by fracturing away in use to expose fresh, sharp cutting faces. Dual resin bonding layers keep the abrasive grit firmly bonded to the backer for increased lifespan. Hook and loop fixings give a secure fix to the power tool base and offer fast, easy removal, increasing productivity when working through grits.

Key Features:
• For Random Orbital Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Coarse Zirconium Grit
• Hook & Loop Fixing
• Film Backing
• For Dry Use Only
• Ideal for Use on Harder Materials
• Anti Clogging Open Coat
• Hard Surface Abrasion
• Self Sharpening Grit"
NORTON 80 / 40 GRIT MULTI-MATERIAL SANDING SPONGES 100MM X 68MM 6 PACK,https://www.screwfix.com/p/norton-80-40-grit-multi-material-sanding-sponges-100mm-x-68mm-6-pack/291jf,291JF,Screwfix,9.79,"https://media.screwfix.com/is/image/ae235/291JF_A2, https://media.screwfix.com/is/image/ae235/291JF_A3, https://media.screwfix.com/is/image/ae235/291JF_A4, https://media.screwfix.com/is/image/ae235/291JF_P, https://media.screwfix.com/is/image/ae235/291JF_A1",UK (Default),Norton,1,6,6,0.006800 m2 (Calculated),0.000177 m3 (Calculated),0.1,0.068,0.026000000000000002,N/A,Sanding Sponges,"Wood, Paint, Metal & Plaster",N/A,PACK,"Washable and reusable. Ideal for stripping and sanding most materials. For use on wood, paint, varnish, plaster and filler.

Key Features:
• Suitable for Wood, Paint, Metal & Plaster
• Medium/Coarse Aluminium Oxide Grit
• For Wet & Dry Use
• Washable & Reusable"
FLEXOVIT A203F 60 GRIT 8-HOLE PUNCHED MULTI-MATERIAL SANDING DISCS 125MM 6 PACK,https://www.screwfix.com/p/flexovit-a203f-60-grit-8-hole-punched-multi-material-sanding-discs-125mm-6-pack/927rt,927RT,Screwfix,4.19,"https://media.screwfix.com/is/image/ae235/927RT_A3, https://media.screwfix.com/is/image/ae235/927RT_A4, https://media.screwfix.com/is/image/ae235/927RT_A5, https://media.screwfix.com/is/image/ae235/927RT_P, https://media.screwfix.com/is/image/ae235/927RT_A1, https://media.screwfix.com/is/image/ae235/927RT_A2",UK (Default),Flexovit,1,6,6,N/A,N/A,N/A,N/A,N/A,E-Weight Paper Backing,Sanding Discs,"Wood, Paint, Metal & Plaster",N/A,PACK,"High performance, E-weight sanding discs. For use on wood, metal, plaster and filler.

Key Features:
• For Orbital & Random Orbital Sanders
• Suitable for Wood, Paint, Metal & Plaster
• Coarse Aluminium Oxide Grit
• Hook & Loop Fixing
• E-Weight Paper Backing
• For Dry Use Only"
