Name,Link,SKU,Supplier,Price_Inc_VAT,All_Images,Region,Brand,Quantity,Pieces_in_Pack,Pack_Size,Coverage_M2,Volume_M3,Product_Length_M,Product_Width,Product_Thickness,Product_Weight_Kg,Product_Type,Material,Unit_Type,Pack_Type,description
BOSCH MASONRY DIAMOND CUTTING DISC 450MM X 25.4MM,https://www.screwfix.com/p/bosch-masonry-diamond-cutting-disc-450mm-x-25-4mm/657gg,657GG,Screwfix,148.99,"https://media.screwfix.com/is/image/ae235/657GG_P, https://media.screwfix.com/is/image/ae235/657GG_A1, https://media.screwfix.com/is/image/ae235/657GG_A2",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Diamond Cutting Disc,"Concrete, Reinforced Concrete, Brick & Soft Stone",N/A,N/A,"High-quality disc, and optimised diamond matrix, provide reliable cuts in concrete. 25.4mm bore (fits 20mm bores with reduction rings). Compatible with petrol and table saws.

Key Features:
• For Floor Saws
• For Concrete, Reinforced Concrete, Brick & Soft Stone
• Laser Welded
• For Dry Use Only"
MAKITA P-20177 GUIDE RAIL CONNECTOR BARS 2 PACK,https://www.screwfix.com/p/makita-p-20177-guide-rail-connector-bars-2-pack/823fg,823FG,Screwfix,52.49,https://media.screwfix.com/is/image/ae235/823FG_P,UK (Default),Makita,1,2,1,N/A,N/A,N/A,N/A,N/A,N/A,Guide Rail Connector Bars,N/A,N/A,PACK,"Makita rail connectors are designed to securely fix two Makita guide rails together for use with a Makita plunge saw. Includes 2 x rail connectors, 8 x hex grub screws and a hex key."
EINHELL TCT SAWBL.M-THIN WOOD/PLASTIC TCT CIRCULAR SAW BLADE 165MM X 20MM 24T,https://www.screwfix.com/p/einhell-tct-sawbl-m-thin-wood-plastic-tct-circular-saw-blade-165mm-x-20mm-24t/540fc,540FC,Screwfix,20.99,"https://media.screwfix.com/is/image/ae235/540FC_P, https://media.screwfix.com/is/image/ae235/540FC_A1, https://media.screwfix.com/is/image/ae235/540FC_A2",UK (Default),Einhell,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,TCT Circular Saw Blade,"Hardwood, Softwood, Wood Composites & Plastics",N/A,N/A,"TCT saw blade features 24 saw teeth, 165mm blade diameter, 20mm bore and a thickness of 1.6mm. Suitable for hard and soft wood, wood composites and plastics. Improved cutting properties enable a higher cutting speed, offering savings of up to 30% of the required energy, resulting in longer battery life.

Key Features:
• For Circular Saws
• Cutting Width (Kerf): 1.6mm
• Coarse Cut
• Carbide Teeth
• Positive Rake Angle
• Low Kickback Design
• Tungsten Carbide Grit"
BOSCH EXPERT PORCELAIN DIAMOND CUTTING DISC 115MM X 22.23MM,https://www.screwfix.com/p/bosch-expert-porcelain-diamond-cutting-disc-115mm-x-22-23mm/749rr,749RR,Screwfix,41.89,"https://media.screwfix.com/is/image/ae235/749RR_A1, https://media.screwfix.com/is/image/ae235/749RR_A2, https://media.screwfix.com/is/image/ae235/749RR_A3, https://media.screwfix.com/is/image/ae235/749RR_P",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Diamond Cutting Disc,Porcelain,N/A,N/A,"Up to 3x more precise than a standard ceramic diamond disc. Bosch Diamond technology ensures rim is always sharp and allows cutting disc to cut smoothly through hard tiles. A thin, strong body and continuous fluted rim offer maximum control and keep vibration low for a high quality chip-free cut.

Key Features:
• For Angle Grinders
• For Porcelain
• Laser Welded
• For Dry Use Only
• Bosch Diamond Technology"
BOSCH EXPERT S922EHM STAINLESS STEEL CARBIDE RECIPROCATING SAW BLADE 150MM,https://www.screwfix.com/p/bosch-expert-s922ehm-stainless-steel-carbide-reciprocating-saw-blade-150mm/111ky,111KY,Screwfix,14.29,"https://media.screwfix.com/is/image/ae235/111KY_P, https://media.screwfix.com/is/image/ae235/111KY_A1, https://media.screwfix.com/is/image/ae235/111KY_A2",UK (Default),Bosch,1,1,1,N/A,N/A,0.15,N/A,N/A,N/A,Carbide Reciprocating Saw Blade,Stainless Steel,N/A,N/A,"For cutting thin tough metal. Hardest metal is integrated into a tooth design optimised for stainless steel sheets and pipes. Long life. Fits all S-shank reciprocating saws.

Key Features:
• Cuts Stainless Steel
• S-Shank Fitting
• Extra Fine Tooth Pitch
• Carbide Teeth"
BOSCH FSN 1400 2 X 1400MM CROSS-CUTTING GUIDE RAIL KIT 4 PIECES,https://www.screwfix.com/p/bosch-fsn-1400-2-x-1400mm-cross-cutting-guide-rail-kit-4-pieces/523cp,523CP,Screwfix,219.99,"https://media.screwfix.com/is/image/ae235/523CP_A2, https://media.screwfix.com/is/image/ae235/523CP_A3, https://media.screwfix.com/is/image/ae235/523CP_A4, https://media.screwfix.com/is/image/ae235/523CP_P, https://media.screwfix.com/is/image/ae235/523CP_A1",UK (Default),Bosch,1,4,1,N/A,N/A,N/A,0.14200000000000002,0.006,N/A,Cross-Cutting Guide Rail Kit,N/A,N/A,BAG,"Guide rail kit consisting of 2 x FSN 1400 Professional guide rails, FSN VEL connector and carry bag. Guide rails for use with plunge and circular saws. Connector can be attached for a quick and strong connection between both guiderails. Non-slip rubber stripes and splinter protection enable complete control during operation for a clean cutting edge.

Key Features:
• Aluminium Construction
• Splinter Guard Supplied
• Clean Cutting Edge"
STARRETT MULTI-MATERIAL BANDSAW BLADES 10-14TPI 733MM X 0.35MM X 13MM,https://www.screwfix.com/p/starrett-multi-material-bandsaw-blades-10-14tpi-733mm-x-0-35mm-x-13mm-28-7-8-x-1-2-3-pack/596ck,596CK,Screwfix,26.99,"https://media.screwfix.com/is/image/ae235/596CK_A2, https://media.screwfix.com/is/image/ae235/596CK_A3, https://media.screwfix.com/is/image/ae235/596CK_A4, https://media.screwfix.com/is/image/ae235/596CK_P, https://media.screwfix.com/is/image/ae235/596CK_A1",UK (Default),Starrett,1,3,3,0.009529 m2 (Calculated),N/A,0.733,0.013000000000000001,N/A,N/A,Bandsaw Blades,"Aluminium, Copper, FRP, Plastics, Stainless Steel, Iron, Non-Ferrous Metals, Steel & Cast-Iron",N/A,N/A,"Ultra-thin, high quality blades for portable bandsaws, with HSS cutting edge for extended blade life. Variable pitch with 10-14tpi, designed for use on hollow profiles and materials of 6mm and thicker. Features multi-edge technology and large tooth design with deep gullets for quick, clean cuts that reduce tooth strippage and ensure fast chip removal. Suitable for cutting electrical conduit, stainless steel, pipes, tubing, machinable metals, PVC and cast iron. Compatible with Makita DBP184Z, Bosch GCB18V-63, Bosch Coolpack GCB 18V-63, and bandsaws requiring 733mm blades.

Key Features:
• Cuts Aluminium, Copper, FRP, Plastics, Stainless Steel, Iron, Non-Ferrous Metals, Steel & Cast-Iron
• Bi-Metal Blade
• Contour Cut
• Split-Chip Advantage"
TREND CSB/11524 WOOD THIN KERF COMBINATION CIRCULAR SAW BLADE FOR CORDLESS SAWS 115MM X 9.5MM 24T,https://www.screwfix.com/p/trend-csb-11524-wood-thin-kerf-combination-circular-saw-blade-for-cordless-saws-115mm-x-9-5mm-24t/166xg,166XG,Screwfix,8.97,"https://media.screwfix.com/is/image/ae235/166XG_A1, https://media.screwfix.com/is/image/ae235/166XG_A2, https://media.screwfix.com/is/image/ae235/166XG_A3, https://media.screwfix.com/is/image/ae235/166XG_P",UK (Default),Trend,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Thin Kerf Combination Circular Saw Blade for Cordless Saws,"Softwood, Hardwood, Plasterboard, Plywood, Soft Fibre Board, Particle Board & MDF",N/A,N/A,"Tungsten carbide-tipped thin kerf saw blade for cordless saws. Designed for use in 115mm cordless saws for a professional finish in particle board, plywood, MDF and hardboard. Reamed bore to ensure precise fit. Silverbraze to ensure tip is bonded securely to body.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 1.5mm
• Medium Cut
• Tungsten Carbide-Tipped Teeth
• Positive Rake Angle
• Anti-Kickback Design
• Body hardened & Tempered
• Laser-Etched Reverse"
FREUD F03FS09801 LAMINATE PANEL CIRCULAR SAW BLADE 185MM X 20MM 60T,https://www.screwfix.com/p/freud-f03fs09801-laminate-panel-circular-saw-blade-185mm-x-20mm-60t/872vv,872VV,Screwfix,46.74,"https://media.screwfix.com/is/image/ae235/872VV_P, https://media.screwfix.com/is/image/ae235/872VV_A1",UK (Default),Freud,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw Blade,"Laminated Boards, Hardwood & Plastics",N/A,N/A,"For handheld saws. Suitable for cutting laminated chipboard, laminated MDF, chipboard and MDF. Compact Titanium Cobalt Carbide (TiCo) offers a sharper edge, flawless finish and longer cutting life. Perma-shield non-stick coating withstands the toughest applications, providing thermal insulation, protecting from corrosion and eliminating resin build-up, reducing downtime for cleaning. Features anti-vibration slots for smooth running and minimised noise, tri-metal shock-resistant brazing alloy to withstand extreme impact and premium steel body for precision and endurance. Laser-marking on each blade shows relevant applications for easy and immediate identification.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 2.4mm
• Fine Cut
• Carbide-Tipped Teeth
• Negative Rake Angle
• Low Kickback Design
• Perma-Shield-Coated"
BOSCH EXPERT S2243HM HOLLOW BRICK RECIPROCATING SAW BLADE 455MM,https://www.screwfix.com/p/bosch-expert-s2243hm-hollow-brick-reciprocating-saw-blade-455mm/542pf,542PF,Screwfix,39.79,"https://media.screwfix.com/is/image/ae235/542PF_P, https://media.screwfix.com/is/image/ae235/542PF_A1, https://media.screwfix.com/is/image/ae235/542PF_A2",UK (Default),Bosch,1,1,1,N/A,N/A,0.455,N/A,N/A,N/A,Reciprocating Saw Blade,Hollow Brick,N/A,N/A,"Tough, powerful and long-lasting reciprocating saw blade with durable Bosch Carbide Technology. Designed specifically for cutting hollow brick, but able to cut materials that conventional bi-metal reciprocating saw blades cannot. Ideal for cutting Poroton blocks in construction work such as during electricity or water installation. Featuring wide body and thick gauge to ensure stability for accurate cuts and tough brazed carbide teeth for all-day cutting. Fits all S-shank (sabre / demolition) reciprocating saws.

Key Features:
• Cuts Hollow Brick
• S-Shank Fitting
• Coarse Tooth Pitch
• Carbide Teeth
• Durable Bosch Carbide Technology
• Ideal for Builders"
TREND CSB/165/3PK/C WOOD TCT CIRCULAR SAW BLADES 165MM X 20MM 24/40T 3 PIECES,https://www.screwfix.com/p/trend-csb-165-3pk-c-wood-tct-circular-saw-blades-165mm-x-20mm-24-40t-3-pieces/496ht,496HT,Screwfix,40.99,"https://media.screwfix.com/is/image/ae235/496HT_A1, https://media.screwfix.com/is/image/ae235/496HT_A2, https://media.screwfix.com/is/image/ae235/496HT_A3, https://media.screwfix.com/is/image/ae235/496HT_P",UK (Default),Trend,1,3,1,N/A,N/A,N/A,N/A,N/A,N/A,TCT Circular Saw Blades,"Wood, Chipboard & Plywood",N/A,PACK,"Triple pack of same diameter saw blades for a professional finish in soft and hard wood, plywood, soft fibre, plasterboard, stone fibre board, cement-bonded board and particle board. Microgranular tungsten carbide-tipped for cutting abrasive materials. Silverbraze for stronger tip bonding to blade body. Precision ground, high grade steel plate body, to maintain flatness. Alternate top bevel tooth form.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 1.5mm
• Medium Cut
• Tungsten Carbide-Tipped Teeth
• Positive Rake Angle
• Anti-Kickback Design
• Reamed Bore
• Body Hardened & Tempered"
STARRETT DURATEC SFB MULTI-MATERIAL BANDSAW BLADE 4TPI 1854MM X 0.65MM X 13MM,https://www.screwfix.com/p/starrett-duratec-sfb-multi-material-bandsaw-blade-4tpi-1854mm-x-0-65mm-x-13mm-73-x-1-2-/98856,98856,Screwfix,11.99,https://media.screwfix.com/is/image/ae235/98856_P,UK (Default),Starrett,1,1,1,0.024102 m2 (Calculated),N/A,1.854,0.013000000000000001,N/A,N/A,Bandsaw Blade,"Metal, Wood, Laminate & Plastic",N/A,N/A,"Made from carbon steel with a flexible back, Duratec SFB is ideal for economical cutting on easy-to-machine ferrous or non-ferrous metal and wood.

Key Features:
• Cuts Metal, Wood, Laminate & Plastic
• Carbon Steel Blade
• Fast Clean Cut
• Ideal for Straight & Contour Cutting
• Low-Profile Blade
• Flexible Back for Enhanced Cuts & Fewer Breakages"
FREUD WOOD CIRCULAR SAW BLADE 210MM X 30MM 48T,https://www.screwfix.com/p/freud-wood-circular-saw-blade-210mm-x-30mm-48t/173vv,173VV,Screwfix,28.89,"https://media.screwfix.com/is/image/ae235/173VV_P, https://media.screwfix.com/is/image/ae235/173VV_A1",UK (Default),Freud,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw Blade,"Hardwood, Softwood, Plywood, Chipboard & MDF",N/A,N/A,"Premium steel body for precision and high endurance. Made for handheld saws, ideal for cutting hardwood, softwood, plywood, chipboard and MDF. A specially formulated, highly compact Titanium Cobalt Carbide (TiCo), engineered and manufactured by Freud, provides a sharper edge and flawless finish with a dramatically longer cutting life. Perma-Shield technology is a non-stick coating formulation that withstands the toughest applications. Provides thermal insulation, protects from corrosion and eliminates resin build-up, reducing downtime for cleaning. Specially designed anti-vibration slots enable smooth running and minimised noise. Tri-metal shock-resistant brazing alloy consists of copper wrapped between silver layers to withstand extreme impact. Application material laser-marked on blade for easy and immediate identification. High blade stability and accuracy due to the special rolled-in tension ring and expansion slots.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 2.4mm
• Fine Cut
• Carbide-Tipped Teeth
• Positive Rake Angle
• Low Kickback Design
• Perma-Shield-Coated
• Tri-Metal Shock-Resistant Brazing
• Anti-Vibration Slots
• Laser-Marked Material Identification"
TREND WOOD/CHIPBOARD/MDF CIRCULAR SAW BLADE 140MM X 20MM 48T,https://www.screwfix.com/p/trend-wood-chipboard-mdf-circular-saw-blade-140mm-x-20mm-48t/452af,452AF,Screwfix,18.99,"https://media.screwfix.com/is/image/ae235/452AF_A2, https://media.screwfix.com/is/image/ae235/452AF_A3, https://media.screwfix.com/is/image/ae235/452AF_A4, https://media.screwfix.com/is/image/ae235/452AF_P, https://media.screwfix.com/is/image/ae235/452AF_A1",UK (Default),Trend,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw Blade,"Softwood, Hardwood, Plasterboard, Plywood, Soft Fibre Board, Particle Board & MDF",N/A,N/A,"Thin kerf TCT blade for wood and wood-based materials. Suitable for use with cordless circular, plunge and table saws. Ideal for ripping and trimming softwood, hardwood, plywood, MDF and hardboard. Microgranular tungsten carbide tips provide enhanced edge retention and alternate top bevel tooth form ensures a clean and efficient cutting action. Reduced cutting width helps minimise dust and maximise cordless runtime.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 1.8mm
• Fine Cut
• Tungsten Carbide-Tipped Teeth
• Positive Rake Angle
• Anti-Kickback Design
• Alternate Top Bevel"
TREND CSB/19040 WOOD CIRCULAR SAW BLADE 190MM X 30MM 40T,https://www.screwfix.com/p/trend-csb-19040-wood-circular-saw-blade-190mm-x-30mm-40t/345xg,345XG,Screwfix,18.99,"https://media.screwfix.com/is/image/ae235/345XG_A1, https://media.screwfix.com/is/image/ae235/345XG_A2, https://media.screwfix.com/is/image/ae235/345XG_A3, https://media.screwfix.com/is/image/ae235/345XG_P",UK (Default),Trend,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw blade,"Softwood, Hardwood, Plasterboard, Plywood, Soft Fibre Board, Particle Board & MDF",N/A,N/A,"Microgranular TCT saw blade designed for a professional finish in softwood, hardwood, plasterboard, plywood, soft fibre board, particle board and MDF. High-grade alloy steel plate body precision-ground to maintain flatness. Reamed bore to ensure precise fit to spindle and silverbraze to ensure tip is bonded securely to body. Body hardened and tempered to maintain trueness. Laser-etched on reverse.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 2.6mm
• Medium Cut
• Tungsten Carbide-Tipped Teeth
• Positive Rake Angle
• Anti-Kickback Design
• Body Hardened & Tempered
• Laser-Etched Reverse"
LENOX 20577850R MULTI-MATERIAL RECIPROCATING SAW BLADES 203MM 5 PACK,https://www.screwfix.com/p/lenox-20577850r-multi-material-reciprocating-saw-blades-203mm-5-pack/356jf,356JF,Screwfix,23.99,https://media.screwfix.com/is/image/ae235/356JF_P,UK (Default),Lenox,1,5,5,N/A,N/A,0.203,N/A,N/A,N/A,Reciprocating Saw Blades,"Wood, Metal & Plastic",N/A,PACK,"Engineered for performance, with minimal friction and heat build up. Powerblast Technology increases blade life. T2 Technology reduces cutting forces on each tooth and optimises chip removal.

Key Features:
• Cuts Wood, Metal & Plastic
• Universal Fitting
• Variable Tooth Pitch
• Carbide-Tipped Teeth"
EVOLUTION D300SEG-CS MASONRY SEGMENTED DIAMOND BLADE 300MM X 22.2MM,https://www.screwfix.com/p/evolution-d300seg-cs-masonry-segmented-diamond-blade-300mm-x-22-2mm/874rg,874RG,Screwfix,66.29,"https://media.screwfix.com/is/image/ae235/874RG_A1, https://media.screwfix.com/is/image/ae235/874RG_A2, https://media.screwfix.com/is/image/ae235/874RG_A3, https://media.screwfix.com/is/image/ae235/874RG_P",UK (Default),Evolution,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Segmented Diamond Blade,"General Masonry Including Natural Stone, Concrete, Reinforced Concrete, Engineering Brick & Granite",N/A,N/A,"General purpose disc cutter diamond blade that delivers exceptional cutting performance for masonry and concrete. Its robust construction ensures precision and durability. Large 13mm segment height keeps the blade sharper for longer.

Key Features:
• For Disc Cutters
• For General Masonry Including Natural Stone, Concrete, Reinforced Concrete, Engineering Brick & Granite
• Laser Welded
• For Wet & Dry Use
• Large Segment Height for Blade Life
• Size Fits Compatible Disc Cutters
• Diamond Blade Ensures Clean & Smooth Results"
TREND CSB/PT16548 WOOD PLUNGE SAW BLADE 165MM X 20MM 48T,https://www.screwfix.com/p/trend-csb-pt16548-wood-plunge-saw-blade-165mm-x-20mm-48t/365xg,365XG,Screwfix,25.99,"https://media.screwfix.com/is/image/ae235/365XG_A1, https://media.screwfix.com/is/image/ae235/365XG_A2, https://media.screwfix.com/is/image/ae235/365XG_A3, https://media.screwfix.com/is/image/ae235/365XG_P",UK (Default),Trend,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Plunge Saw Blade,"One-Side Laminated Chipboard, Particle Board & MDF",N/A,N/A,"Microgranular TCT saw blade designed for a professional finish in one-side laminated chipboard, particle board and MDF. High-grade alloy steel plate body precision-ground to maintain flatness. Reamed bore to ensure precise fit to spindle and silverbraze to ensure tip is bonded securely to body. Body hardened and tempered to maintain trueness. Laser-etched on reverse.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 2.2mm
• Fine Cut
• Tungsten Carbide-Tipped Teeth
• Positive Rake Angle
• Anti-Kickback Design
• Body Hardened & Tempered
• Laser-Etched Reverse"
TREND ALUMINIUM/PLASTIC CIRCULAR SAW BLADE 260MM X 30MM 96T,https://www.screwfix.com/p/trend-aluminium-plastic-circular-saw-blade-260mm-x-30mm-96t/958af,958AF,Screwfix,49.99,"https://media.screwfix.com/is/image/ae235/958AF_A2, https://media.screwfix.com/is/image/ae235/958AF_A3, https://media.screwfix.com/is/image/ae235/958AF_A4, https://media.screwfix.com/is/image/ae235/958AF_P, https://media.screwfix.com/is/image/ae235/958AF_A1",UK (Default),Trend,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw Blade,"Aluminium, Non-Ferrous Metal & Plastic",N/A,N/A,"TCT blades for cutting plastic, aluminium, copper and other non-ferrous metals and alloys. Suitable for use in circular, plunge, table and mitre saws. Ideal for window and door extrusions, facias, soffits, checker plates and sheet material. Microgranular tungsten carbide tips provide enhanced edge retention and triple chip ground tooth form offers added safety when cutting plastic and aluminium. High tooth count reduces feed and cutting speed ensures a clean, controlled cut.

Key Features:
• For Circular, Mitre & Table Saws
• Cutting Width (Kerf): 2.8mm
• Extra Fine Cut
• Tungsten Carbide-Tipped Teeth
• Negative Rake Angle
• Anti-Kickback Design
• Triple-Chip Ground Tooth Form"
BOSCH EXPERT S1142KHM WOOD RECIPROCATING SAW BLADE 225MM,https://www.screwfix.com/p/bosch-expert-s1142khm-wood-reciprocating-saw-blade-225mm/385pf,385PF,Screwfix,17.89,"https://media.screwfix.com/is/image/ae235/385PF_P, https://media.screwfix.com/is/image/ae235/385PF_A1, https://media.screwfix.com/is/image/ae235/385PF_A2",UK (Default),Bosch,1,1,1,N/A,N/A,0.225,N/A,N/A,N/A,Reciprocating Saw Blade,Construction Wood & Pressure-Treated Lumber,N/A,N/A,"For cutting tough wood. Features Bosch carbide technology with the hardest metal integrated into the tooth structure using advanced design and manufacturing techniques. Large gullets are designed for fast cuts, spitting out waste material for efficient progress. Fits all S-shank saws.

Key Features:
• Cuts Construction Wood & Pressure-Treated Lumber
• S-Shank Fitting
• Coarse Tooth Pitch
• Carbide Teeth"
TREND CSB/160/3PK WOOD TCT CIRCULAR SAW BLADES 160MM X 20MM 48T 3 PACK,https://www.screwfix.com/p/trend-csb-160-3pk-wood-tct-circular-saw-blades-160mm-x-20mm-48t-3-pack/167ht,167HT,Screwfix,56.99,"https://media.screwfix.com/is/image/ae235/167HT_A1, https://media.screwfix.com/is/image/ae235/167HT_A2, https://media.screwfix.com/is/image/ae235/167HT_A3, https://media.screwfix.com/is/image/ae235/167HT_P",UK (Default),Trend,1,3,3,N/A,N/A,N/A,N/A,N/A,N/A,TCT Circular Saw Blades,"Plywood, Chipboard & MDF",N/A,PACK,"Triple pack of same diameter saw blades for a professional finish in particle board, veneered board, plywood, MDF, one-sided laminated chipboard, veneer and hardboard. Microgranular tungsten carbide-tipped for cutting abrasive materials. Precision ground, high grade steel plate body, to maintain flatness. Alternate top bevel tooth form.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 2.2mm
• Fine Cut
• Tungsten Carbide-Tipped Teeth
• Positive Rake Angle
• Anti-Kickback Design"
BOSCH S 1122 EF FLEXIBLE METAL RECIPROCATING SAW BLADES 225MM 5 PACK,https://www.screwfix.com/p/bosch-s-1122-ef-flexible-metal-reciprocating-saw-blades-225mm-5-pack/88527,88527,Screwfix,16.69,"https://media.screwfix.com/is/image/ae235/88527_A2, https://media.screwfix.com/is/image/ae235/88527_A3, https://media.screwfix.com/is/image/ae235/88527_A4, https://media.screwfix.com/is/image/ae235/88527_P, https://media.screwfix.com/is/image/ae235/88527_A1",UK (Default),Bosch,1,5,1,N/A,N/A,0.225,N/A,N/A,N/A,Reciprocating Saw Blades,Non-Ferrous Metals & Steel,N/A,PACK,"Reciprocating saw blade for flush cutting in metal. For use with reciprocating saws with 1/2 inch universal shank systems. Bi-metal blade is suitable for cutting regular-strength steel materials. With a cutting capacity up to 175mm. Fine tooth pitch ideal for use on pipes and profiles with a wall thickness between 1.5 to 4 mm.

Key Features:
• Cuts Non-Ferrous Metals & Steel
• S-Shank Fitting
• Fine Tooth Pitch
• Bi-Metal Teeth"
BOSCH MASONRY DIAMOND CUTTING DISC 350MM X 25.4MM,https://www.screwfix.com/p/bosch-masonry-diamond-cutting-disc-350mm-x-25-4mm/246gg,246GG,Screwfix,79.89,"https://media.screwfix.com/is/image/ae235/246GG_P, https://media.screwfix.com/is/image/ae235/246GG_A1, https://media.screwfix.com/is/image/ae235/246GG_A2",UK (Default),Bosch,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Diamond Cutting Disc,"Concrete, Reinforced Concrete, Brick & Soft Stone",N/A,N/A,"High-quality disc, and optimised diamond matrix, provide reliable cuts in concrete. 25.4mm bore (fits 20mm bores with reduction rings). Compatible with petrol and table saws.

Key Features:
• For Table & Petrol Cut-Off Saws
• For Concrete, Reinforced Concrete, Brick & Soft Stone
• Laser Welded
• For Dry Use Only"
FREUD F03FS09804 LAMINATE PANEL CIRCULAR SAW BLADE 250MM X 30MM 80T,https://www.screwfix.com/p/freud-f03fs09804-laminate-panel-circular-saw-blade-250mm-x-30mm-80t/387vv,387VV,Screwfix,56.59,"https://media.screwfix.com/is/image/ae235/387VV_P, https://media.screwfix.com/is/image/ae235/387VV_A1",UK (Default),Freud,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw Blade,"Laminated Boards, Hardwood & Plastics",N/A,N/A,"Table saw blade, suitable for cutting laminated chipboard, laminated MDF, chipboard and MDF. Compact Titanium Cobalt Carbide (TiCo) offers a sharper edge, flawless finish and longer cutting life. Perma-shield non-stick coating withstands the toughest applications, providing thermal insulation, protecting from corrosion and eliminating resin build-up, reducing downtime for cleaning. Features anti-vibration slots for smooth running and minimised noise, tri-metal shock-resistant brazing alloy to withstand extreme impact and premium steel body for precision and endurance. Laser-marking on each blade shows relevant applications for easy and immediate identification.

Key Features:
• For Table Saws
• Cutting Width (Kerf): 2.8mm
• Fine Cut
• Carbide-Tipped Teeth
• Negative Rake Angle
• Low Kickback Design
• Perma-Shield-Coated"
FREUD F03FS09800 LAMINATE PANEL CIRCULAR SAW BLADE 165MM X 20MM 48T,https://www.screwfix.com/p/freud-f03fs09800-laminate-panel-circular-saw-blade-165mm-x-20mm-48t/852vx,852VX,Screwfix,42.49,"https://media.screwfix.com/is/image/ae235/852VX_P, https://media.screwfix.com/is/image/ae235/852VX_A1",UK (Default),Freud,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw Blade,"Laminated Boards, Hardwood & Plastics",N/A,N/A,"For handheld saws. Suitable for cutting laminated chipboard, laminated MDF, chipboard and MDF. Compact Titanium Cobalt Carbide (TiCo) offers a sharper edge, flawless finish and longer cutting life. Perma-shield non-stick coating withstands the toughest applications, providing thermal insulation, protecting from corrosion and eliminating resin build-up, reducing downtime for cleaning. Features anti-vibration slots for smooth running and minimised noise, tri-metal shock-resistant brazing alloy to withstand extreme impact and premium steel body for precision and endurance. Laser-marking on each blade shows relevant applications for easy and immediate identification.

Key Features:
• For Circular & Plunge Saws
• Cutting Width (Kerf): 2.6mm
• Fine Cut
• Carbide-Tipped Teeth
• Negative Rake Angle
• Low Kickback Design
• Perma-Shield-Coated"
EVOLUTION FW185TCT-40 WOOD CIRCULAR SAW BLADE 185MM X 25.4MM 40T,https://www.screwfix.com/p/evolution-fw185tct-40-wood-circular-saw-blade-185mm-x-25-4mm-40t/415ak,415AK,Screwfix,25.99,"https://media.screwfix.com/is/image/ae235/415AK_A2, https://media.screwfix.com/is/image/ae235/415AK_A3, https://media.screwfix.com/is/image/ae235/415AK_A4, https://media.screwfix.com/is/image/ae235/415AK_P, https://media.screwfix.com/is/image/ae235/415AK_A1",UK (Default),Evolution,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Circular Saw Blade,Wood,N/A,N/A,"Evolution 185mm fine wood TCT blade designed for precise, clean cross-cuts in timber and MDF. Featuring 40 Japanese tungsten carbide teeth, it provides long-lasting sharpness and delivers smooth, accurate cuts with a fine finish on timber, laminate and MDF. Ideal for use with Evolution circular saws and for flooring, sheet materials or cabinetry.

Key Features:
• For Circular & Mitre Saws
• Cutting Width (Kerf): 2mm
• Fine Cut
• Tungsten Carbide Teeth
• Zero Rake Angle
• Without Anti-Kickback
• For Clean Cross-Cuts in Timber & MDF
• Durable & Precise"
EVOLUTION MD230SEG-CS MULTI-MATERIAL SEGMENTED DIAMOND BLADE 230MM X 22.2MM,https://www.screwfix.com/p/evolution-md230seg-cs-multi-material-segmented-diamond-blade-230mm-x-22-2mm/250rg,250RG,Screwfix,96.89,"https://media.screwfix.com/is/image/ae235/250RG_P, https://media.screwfix.com/is/image/ae235/250RG_A1",UK (Default),Evolution,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,Segmented Diamond Blade,Multi-Material,N/A,N/A,"Multi-material diamond disc cutter blade is engineered for versatility, cutting through stone, concrete, and masonry with ease. Its durable construction ensures clean results.

Key Features:
• For Disc Cutters
• For Multi-Material
• Laser Welded
• For Wet & Dry Use
• Size Fits a Range of Compatible Tools
• Diamond-Tipped for Clean & Precise Cuts"
